APT,DATE,ARRS,DEPS,HEAVY,MED,LIGHT
SBCF,2021-03-06,67,71,NA,NA,NA
SBCF,2021-03-07,69,66,0,135,0
SBCF,2021-03-08,77,64,NA,NA,NA
SBCF,2021-03-09,81,78,NA,NA,NA
SBCF,2021-03-10,77,76,3,150,0
SBCF,2021-03-11,80,80,NA,NA,NA
SBCF,2021-03-12,87,85,0,168,4
SBCF,2021-03-13,64,67,0,130,1
SBCF,2021-03-14,59,58,0,117,0
SBCF,2021-03-15,74,74,NA,NA,NA
SBCF,2021-03-16,69,69,1,135,2
SBCF,2021-03-17,68,68,3,131,2
SBCF,2021-03-18,67,69,NA,NA,NA
SBCF,2021-03-19,74,73,NA,NA,NA
SBCF,2021-03-20,61,62,NA,NA,NA
SBCF,2021-03-21,58,57,1,112,2
SBCF,2021-03-22,72,74,NA,NA,NA
SBCF,2021-03-23,59,60,0,117,2
SBCF,2021-03-24,57,57,2,110,2
SBCF,2021-03-25,59,59,0,117,1
SBCF,2021-03-26,72,69,0,139,2
SBCF,2021-03-27,56,59,0,115,0
SBCF,2021-03-28,52,53,1,104,0
SBCF,2021-03-29,57,59,1,115,0
SBCF,2021-03-30,62,58,1,117,2
SBCF,2021-03-31,58,62,1,117,2
SBCF,2021-04-01,71,73,2,140,2
SBCF,2021-04-02,47,42,0,87,2
SBCF,2021-04-03,40,39,0,79,0
SBCF,2021-04-04,56,58,0,114,0
SBCF,2021-04-05,59,58,0,117,0
SBCF,2021-04-06,57,55,1,109,2
SBCF,2021-04-07,52,52,2,100,2
SBCF,2021-04-08,58,57,0,113,2
SBCF,2021-04-09,60,58,0,116,2
SBCF,2021-04-10,52,51,NA,NA,NA
SBCF,2021-04-11,54,57,0,111,0
SBCF,2021-04-12,56,57,0,113,0
SBCF,2021-04-13,56,52,0,107,1
SBCF,2021-04-14,54,54,2,105,1
SBCF,2021-04-15,60,60,0,118,2
SBCF,2021-04-16,60,59,0,117,2
SBCF,2021-04-17,56,54,0,110,0
SBCF,2021-04-18,56,58,0,114,0
SBCF,2021-04-19,56,59,0,115,0
SBCF,2021-04-20,58,57,0,113,2
SBCF,2021-04-21,54,52,2,103,1
SBCF,2021-04-22,55,56,0,111,0
SBCF,2021-04-23,61,61,0,122,0
SBCF,2021-04-24,51,52,0,103,0
SBCF,2021-04-25,57,54,0,111,0
SBCF,2021-04-26,59,59,0,118,0
SBCF,2021-04-27,57,58,0,113,2
SBCF,2021-04-28,54,55,2,105,2
SBCF,2021-04-29,55,56,0,109,2
SBCF,2021-04-30,60,62,0,120,2
SBCF,2021-05-01,54,51,0,105,0
SBCF,2021-05-02,53,55,0,108,0
SBCF,2021-05-03,61,61,0,122,0
SBCF,2021-05-04,56,55,0,109,2
SBCF,2021-05-05,56,57,2,109,2
SBCF,2021-05-06,59,59,0,116,2
SBCF,2021-05-07,65,65,0,128,2
SBCF,2021-05-08,51,51,0,102,0
SBCF,2021-05-09,55,55,0,110,0
SBCF,2021-05-10,66,68,0,134,0
SBCF,2021-05-11,64,65,0,127,2
SBCF,2021-05-12,68,66,2,130,2
SBCF,2021-05-13,63,63,0,124,2
SBCF,2021-05-14,71,71,0,140,2
SBCF,2021-05-15,48,51,0,99,0
SBCF,2021-05-16,58,56,0,114,0
SBCF,2021-05-17,71,71,0,142,0
SBCF,2021-05-18,67,66,0,131,2
SBCF,2021-05-19,68,68,2,132,2
SBCF,2021-05-20,68,69,0,135,2
SBCF,2021-05-21,71,68,0,137,2
SBCF,2021-05-22,47,52,0,99,0
SBCF,2021-05-23,59,58,0,117,0
SBCF,2021-05-24,70,71,0,141,0
SBCF,2021-05-25,65,66,0,129,2
SBCF,2021-05-26,68,69,0,135,2
SBCF,2021-05-27,65,66,2,127,2
SBCF,2021-05-28,72,72,0,142,2
SBCF,2021-05-29,50,51,0,101,0
SBCF,2021-05-30,60,59,0,119,0
SBCF,2021-05-31,70,70,0,140,0
SBCF,2021-06-01,68,67,0,133,2
SBCF,2021-06-02,78,77,0,153,2
SBCF,2021-06-03,65,64,0,127,2
SBCF,2021-06-04,51,51,0,102,0
SBCF,2021-06-05,42,44,0,86,0
SBCF,2021-06-06,63,66,0,129,0
SBCF,2021-06-07,85,84,NA,NA,NA
SBCF,2021-06-08,76,75,0,149,2
SBCF,2021-06-09,76,77,2,150,1
SBCF,2021-06-10,76,80,0,154,2
SBCF,2021-06-11,79,81,0,160,0
SBCF,2021-06-12,58,60,0,118,0
SBCF,2021-06-13,66,66,0,132,0
SBCF,2021-06-14,85,83,0,168,0
SBCF,2021-06-15,72,76,0,148,0
SBCF,2021-06-16,78,76,2,150,2
SBCF,2021-06-17,73,78,0,149,2
SBCF,2021-06-18,83,80,0,161,2
SBCF,2021-06-19,57,63,0,120,0
SBCF,2021-06-20,61,60,0,121,0
SBCF,2021-06-21,75,76,0,151,0
SBCF,2021-06-22,73,71,0,142,2
SBCF,2021-06-23,76,74,2,146,2
SBCF,2021-06-24,74,75,0,147,2
SBCF,2021-06-25,78,83,0,159,2
SBCF,2021-06-26,60,60,0,120,0
SBCF,2021-06-27,60,60,0,120,0
SBCF,2021-06-28,77,79,0,156,0
SBCF,2021-06-29,73,71,0,142,2
SBCF,2021-06-30,75,76,2,147,2
SBCF,2021-07-01,82,83,0,163,2
SBCF,2021-07-02,94,92,0,184,2
SBCF,2021-07-03,75,80,0,155,0
SBCF,2021-07-04,76,77,0,153,0
SBCF,2021-07-05,92,89,0,181,0
SBCF,2021-07-06,84,82,0,164,2
SBCF,2021-07-07,86,86,0,170,2
SBCF,2021-07-08,87,91,0,176,2
SBCF,2021-07-09,93,89,0,180,2
SBCF,2021-07-10,75,77,0,152,0
SBCF,2021-07-11,82,84,0,166,0
SBCF,2021-07-12,95,90,2,183,0
SBCF,2021-07-13,86,85,1,169,1
SBCF,2021-07-14,95,93,3,183,2
SBCF,2021-07-15,93,96,0,187,2
SBCF,2021-07-16,102,104,0,203,3
SBCF,2021-07-17,80,80,0,160,0
SBCF,2021-07-18,83,82,NA,NA,NA
SBCF,2021-07-19,97,97,0,194,0
SBCF,2021-07-20,94,91,0,182,3
SBCF,2021-07-21,96,95,2,185,4
SBCF,2021-07-22,94,94,0,186,2
SBCF,2021-07-23,101,98,0,197,2
SBCF,2021-07-24,78,82,0,160,0
SBCF,2021-07-25,84,85,NA,NA,NA
SBCF,2021-07-26,96,96,0,192,0
SBCF,2021-07-27,93,91,0,182,2
SBCF,2021-07-28,96,96,2,188,2
SBCF,2021-07-29,93,97,0,187,3
SBCF,2021-07-30,98,99,0,195,2
SBCF,2021-07-31,81,78,0,159,0
SBCF,2021-08-01,79,80,0,159,0
SBCF,2021-08-02,90,91,0,181,0
SBCF,2021-08-03,90,92,NA,NA,NA
SBCF,2021-08-04,95,89,2,180,2
SBCF,2021-08-05,91,92,0,182,1
SBCF,2021-08-06,95,96,0,189,2
SBCF,2021-08-07,77,75,NA,NA,NA
SBCF,2021-08-08,70,74,NA,NA,NA
SBCF,2021-08-09,96,94,0,190,0
SBCF,2021-08-10,94,93,0,185,2
SBCF,2021-08-11,98,96,2,190,2
SBCF,2021-08-12,94,98,NA,NA,NA
SBCF,2021-08-13,102,99,0,199,2
SBCF,2021-08-14,80,77,0,157,0
SBCF,2021-08-15,71,76,0,147,0
SBCF,2021-08-16,95,94,0,189,0
SBCF,2021-08-17,95,92,0,184,3
SBCF,2021-08-18,100,95,0,193,2
SBCF,2021-08-19,93,101,NA,NA,NA
SBCF,2021-08-20,99,97,NA,NA,NA
SBCF,2021-08-21,77,74,0,151,0
SBCF,2021-08-22,70,72,NA,NA,NA
SBCF,2021-08-23,90,90,NA,NA,NA
SBCF,2021-08-24,92,92,0,182,2
SBCF,2021-08-25,93,91,2,179,3
SBCF,2021-08-26,99,101,0,195,5
SBCF,2021-08-27,95,94,NA,NA,NA
SBCF,2021-08-28,79,78,0,157,0
SBCF,2021-08-29,71,72,NA,NA,NA
SBCF,2021-08-30,96,94,0,190,0
SBCF,2021-08-31,94,93,0,183,4
SBCF,2021-09-01,100,105,0,202,3
SBCF,2021-09-02,103,102,NA,NA,NA
SBCF,2021-09-03,104,107,NA,NA,NA
SBCF,2021-09-04,93,88,NA,NA,NA
SBCF,2021-09-05,54,54,0,108,0
SBCF,2021-09-06,63,61,0,124,0
SBCF,2021-09-07,87,90,0,175,2
SBCF,2021-09-08,106,107,2,211,0
SBCF,2021-09-09,110,106,NA,NA,NA
SBCF,2021-09-10,111,111,0,221,1
SBCF,2021-09-11,91,91,1,181,0
SBCF,2021-09-12,85,87,1,171,0
SBCF,2021-09-13,112,110,0,222,0
SBCF,2021-09-14,108,105,NA,NA,NA
SBCF,2021-09-15,108,109,NA,NA,NA
SBCF,2021-09-16,107,104,NA,NA,NA
SBCF,2021-09-17,112,115,NA,NA,NA
SBCF,2021-09-18,87,90,0,177,0
SBCF,2021-09-19,87,86,NA,NA,NA
SBCF,2021-09-20,114,114,0,228,0
SBCF,2021-09-21,107,105,NA,NA,NA
SBCF,2021-09-22,113,109,2,218,2
SBCF,2021-09-23,108,107,0,213,2
SBCF,2021-09-24,113,114,0,224,3
SBCF,2021-09-25,88,88,0,176,0
SBCF,2021-09-26,86,87,NA,NA,NA
SBCF,2021-09-27,110,108,0,218,0
SBCF,2021-09-28,111,106,0,215,2
SBCF,2021-09-29,109,111,3,216,1
SBCF,2021-09-30,112,109,0,220,1
SBCF,2021-10-01,111,110,0,221,0
SBCF,2021-10-02,91,90,0,181,0
SBCF,2021-10-03,86,88,0,174,0
SBCF,2021-10-04,113,112,0,225,0
SBCF,2021-10-05,107,103,0,210,0
SBCF,2021-10-06,106,108,2,212,0
SBCF,2021-10-07,115,112,0,227,0
SBCF,2021-10-08,116,119,0,235,0
SBCF,2021-10-09,100,102,0,202,0
SBCF,2021-10-10,53,49,0,102,0
SBCF,2021-10-11,47,48,0,95,0
SBCF,2021-10-12,76,76,2,150,0
SBCF,2021-10-13,106,101,0,206,1
SBCF,2021-10-14,105,104,NA,NA,NA
SBCF,2021-10-15,108,109,0,217,0
SBCF,2021-10-16,89,92,0,181,0
SBCF,2021-10-17,89,88,0,177,0
SBCF,2021-10-18,113,111,0,224,0
SBCF,2021-10-19,109,107,2,214,0
SBCF,2021-10-20,97,108,0,205,0
SBCF,2021-10-21,110,110,NA,NA,NA
SBCF,2021-10-22,115,113,0,228,0
SBCF,2021-10-23,92,94,0,186,0
SBCF,2021-10-24,89,87,0,176,0
SBCF,2021-10-25,113,110,0,223,0
SBCF,2021-10-26,107,106,2,211,0
SBCF,2021-10-27,109,107,0,216,0
SBCF,2021-10-28,111,109,0,220,0
SBCF,2021-10-29,112,109,0,221,0
SBCF,2021-10-30,98,95,NA,NA,NA
SBCF,2021-10-31,73,70,NA,NA,NA
SBCF,2021-11-01,72,68,0,140,0
SBCF,2021-11-02,90,102,0,192,0
SBCF,2021-11-03,117,110,0,227,0
SBCF,2021-11-04,112,116,2,226,0
SBCF,2021-11-05,119,116,0,235,0
SBCF,2021-11-06,94,94,0,188,0
SBCF,2021-11-07,95,93,NA,NA,NA
SBCF,2021-11-08,113,112,NA,NA,NA
SBCF,2021-11-09,111,108,2,215,2
SBCF,2021-11-10,110,111,NA,NA,NA
SBCF,2021-11-11,110,108,0,218,0
SBCF,2021-11-12,104,101,0,202,3
SBCF,2021-11-13,100,96,0,196,0
SBCF,2021-11-14,69,69,0,138,0
SBCF,2021-11-15,88,89,0,177,0
SBCF,2021-11-16,111,112,2,221,0
SBCF,2021-11-17,115,111,0,224,2
SBCF,2021-11-18,114,113,0,225,2
SBCF,2021-11-19,118,116,0,234,0
SBCF,2021-11-20,91,90,0,181,0
SBCF,2021-11-21,92,91,0,183,0
SBCF,2021-11-22,114,114,NA,NA,NA
SBCF,2021-11-23,112,112,NA,NA,NA
SBCF,2021-11-24,112,112,2,220,2
SBCF,2021-11-25,102,104,0,204,2
SBCF,2021-11-26,106,106,0,211,1
SBCF,2021-11-27,94,95,0,189,0
SBCF,2021-11-28,94,88,0,182,0
SBCF,2021-11-29,109,110,0,219,0
SBCF,2021-11-30,110,109,2,215,2
SBCF,2021-12-01,114,121,0,233,2
SBCF,2021-12-02,113,112,0,223,2
SBCF,2021-12-03,123,120,0,241,2
SBCF,2021-12-04,99,96,0,195,0
SBCF,2021-12-05,96,101,0,197,0
SBCF,2021-12-06,126,125,2,249,0
SBCF,2021-12-07,120,120,0,238,2
SBCF,2021-12-08,126,124,0,248,2
SBCF,2021-12-09,128,128,0,254,2
SBCF,2021-12-10,125,125,NA,NA,NA
SBCF,2021-12-11,108,107,NA,NA,NA
SBCF,2021-12-12,104,104,0,208,0
SBCF,2021-12-13,129,125,2,252,0
SBCF,2021-12-14,129,130,0,257,2
SBCF,2021-12-15,127,127,NA,NA,NA
SBCF,2021-12-16,135,131,0,264,2
SBCF,2021-12-17,125,127,0,252,0
SBCF,2021-12-18,109,106,0,215,0
SBCF,2021-12-19,105,110,0,215,0
SBCF,2021-12-20,120,120,NA,NA,NA
SBCF,2021-12-21,125,122,1,244,2
SBCF,2021-12-22,126,128,1,251,2
SBCF,2021-12-23,124,119,0,243,0
SBCF,2021-12-24,103,109,0,210,2
SBCF,2021-12-25,61,60,0,121,0
SBCF,2021-12-26,110,110,0,220,0
SBCF,2021-12-27,121,120,1,240,0
SBCF,2021-12-28,120,117,0,235,2
SBCF,2021-12-29,117,117,0,233,1
SBCF,2021-12-30,117,119,0,234,2
SBCF,2021-12-31,102,104,0,204,2
SBCF,2022-01-01,57,54,0,111,0
SBCF,2022-01-02,111,110,1,220,0
SBCF,2022-01-03,126,124,NA,NA,NA
SBCF,2022-01-04,118,119,0,235,2
SBCF,2022-01-05,120,119,2,235,2
SBCF,2022-01-06,116,115,0,231,0
SBCF,2022-01-07,121,109,0,230,0
SBCF,2022-01-08,108,108,0,216,0
SBCF,2022-01-09,101,105,0,206,0
SBCF,2022-01-10,116,104,0,220,0
SBCF,2022-01-11,114,116,0,230,0
SBCF,2022-01-12,122,117,0,237,2
SBCF,2022-01-13,114,116,0,229,1
SBCF,2022-01-14,121,117,0,236,2
SBCF,2022-01-15,95,99,0,194,0
SBCF,2022-01-16,95,90,0,185,0
SBCF,2022-01-17,113,112,0,225,0
SBCF,2022-01-18,117,110,2,223,2
SBCF,2022-01-19,114,113,0,224,3
SBCF,2022-01-20,106,107,0,213,0
SBCF,2022-01-21,118,118,2,232,2
SBCF,2022-01-22,101,103,0,204,0
SBCF,2022-01-23,107,105,0,212,0
SBCF,2022-01-24,109,108,0,217,0
SBCF,2022-01-25,105,103,0,206,2
SBCF,2022-01-26,104,101,0,203,2
SBCF,2022-01-27,104,106,0,208,2
SBCF,2022-01-28,115,114,0,226,3
SBCF,2022-01-29,107,105,0,212,0
SBCF,2022-01-30,107,102,0,209,0
SBCF,2022-01-31,103,105,0,208,0
SBCF,2022-02-01,108,105,2,210,1
SBCF,2022-02-02,98,97,0,195,0
SBCF,2022-02-03,97,99,0,196,0
SBCF,2022-02-04,97,96,0,193,0
SBCF,2022-02-05,92,87,0,179,0
SBCF,2022-02-06,90,87,NA,NA,NA
SBCF,2022-02-07,105,103,NA,NA,NA
SBCF,2022-02-08,103,100,0,203,0
SBCF,2022-02-09,99,97,0,196,0
SBCF,2022-02-10,107,103,2,208,0
SBCF,2022-02-11,105,107,1,211,0
SBCF,2022-02-12,96,92,1,187,0
SBCF,2022-02-13,93,91,0,184,0
SBCF,2022-02-14,111,112,2,221,0
SBCF,2022-02-15,108,107,0,214,1
SBCF,2022-02-16,107,105,0,211,1
SBCF,2022-02-17,104,109,0,213,0
SBCF,2022-02-18,113,109,0,221,1
SBCF,2022-02-19,103,97,0,200,0
SBCF,2022-02-20,93,94,NA,NA,NA
SBCF,2022-02-21,112,112,0,224,0
SBCF,2022-02-22,105,105,2,208,0
SBCF,2022-02-23,102,101,0,201,2
SBCF,2022-02-24,108,109,0,215,2
SBCF,2022-02-25,120,119,0,239,0
SBCF,2022-02-26,103,101,0,204,0
SBCF,2022-02-27,64,61,0,125,0
SBCF,2022-02-28,56,57,0,113,0
SBCF,2022-03-01,71,69,2,138,0
SBCF,2022-03-02,88,87,NA,NA,NA
SBCF,2022-03-03,83,80,0,163,0
SBCF,2022-03-04,78,78,0,156,0
SBCF,2022-03-05,81,83,0,164,0
SBCF,2022-03-06,95,96,0,191,0
SBCF,2022-03-07,117,116,NA,NA,NA
SBCF,2022-03-08,113,112,NA,NA,NA
SBCF,2022-03-09,111,111,NA,NA,NA
SBCF,2022-03-10,114,114,NA,NA,NA
SBCF,2022-03-11,116,117,0,233,0
SBCF,2022-03-12,96,93,NA,NA,NA
SBCF,2022-03-13,97,100,NA,NA,NA
SBCF,2022-03-14,114,113,2,225,0
SBCF,2022-03-15,113,108,NA,NA,NA
SBCF,2022-03-16,107,109,NA,NA,NA
SBCF,2022-03-17,114,113,0,227,0
SBCF,2022-03-18,112,114,NA,NA,NA
SBCF,2022-03-19,95,94,NA,NA,NA
SBCF,2022-03-20,96,98,0,194,0
SBCF,2022-03-21,113,111,NA,NA,NA
SBCF,2022-03-22,109,107,2,214,0
SBCF,2022-03-23,103,105,NA,NA,NA
SBCF,2022-03-24,111,108,0,219,0
SBCF,2022-03-25,110,115,0,225,0
SBCF,2022-03-26,94,89,0,183,0
SBCF,2022-03-27,105,104,0,209,0
SBCF,2022-03-28,113,113,0,226,0
SBCF,2022-03-29,117,115,2,230,0
SBCF,2022-03-30,109,109,NA,NA,NA
SBCF,2022-03-31,115,112,0,227,0
SBCF,2022-04-01,123,120,0,243,0
SBCF,2022-04-02,108,105,0,213,0
SBCF,2022-04-03,110,110,0,220,0
SBCF,2022-04-04,123,120,0,243,0
SBCF,2022-04-05,122,125,2,245,0
SBCF,2022-04-06,118,118,0,236,0
SBCF,2022-04-07,123,125,0,248,0
SBCF,2022-04-08,128,129,0,256,1
SBCF,2022-04-09,115,109,0,222,2
SBCF,2022-04-10,95,101,0,196,0
SBCF,2022-04-11,121,122,NA,NA,NA
SBCF,2022-04-12,126,122,NA,NA,NA
SBCF,2022-04-13,120,117,0,237,0
SBCF,2022-04-14,124,121,0,245,0
SBCF,2022-04-15,106,94,0,200,0
SBCF,2022-04-16,82,83,0,165,0
SBCF,2022-04-17,104,107,0,211,0
SBCF,2022-04-18,115,113,2,226,0
SBCF,2022-04-19,117,114,NA,NA,NA
SBCF,2022-04-20,116,120,0,236,0
SBCF,2022-04-21,104,100,0,204,0
SBCF,2022-04-22,72,70,0,142,0
SBCF,2022-04-23,88,90,NA,NA,NA
SBCF,2022-04-24,111,116,0,227,0
SBCF,2022-04-25,128,126,0,254,0
SBCF,2022-04-26,130,130,0,260,0
SBCF,2022-04-27,127,128,0,255,0
SBCF,2022-04-28,131,124,0,255,0
SBCF,2022-04-29,130,129,NA,NA,NA
SBCF,2022-04-30,109,106,0,215,0
SBCF,2022-05-01,110,111,0,221,0
SBCF,2022-05-02,128,127,0,255,0
SBCF,2022-05-03,123,124,2,245,0
SBCF,2022-05-04,121,119,0,240,0
SBCF,2022-05-05,123,123,NA,NA,NA
SBCF,2022-05-06,122,126,0,246,2
SBCF,2022-05-07,110,106,0,216,0
SBCF,2022-05-08,108,106,0,214,0
SBCF,2022-05-09,127,127,1,253,0
SBCF,2022-05-10,126,128,1,253,0
SBCF,2022-05-11,124,121,0,245,0
SBCF,2022-05-12,125,124,0,249,0
SBCF,2022-05-13,129,129,0,258,0
SBCF,2022-05-14,112,112,NA,NA,NA
SBCF,2022-05-15,108,110,0,218,0
SBCF,2022-05-16,121,122,0,243,0
SBCF,2022-05-17,125,124,2,247,0
SBCF,2022-05-18,122,121,0,243,0
SBCF,2022-05-19,119,123,0,242,0
SBCF,2022-05-20,136,132,NA,NA,NA
SBCF,2022-05-21,112,108,NA,NA,NA
SBCF,2022-05-22,104,104,0,208,0
SBCF,2022-05-23,120,126,0,246,0
SBCF,2022-05-24,127,125,0,252,0
SBCF,2022-05-25,124,122,NA,NA,NA
SBCF,2022-05-26,122,124,0,246,0
SBCF,2022-05-27,133,130,0,263,0
SBCF,2022-05-28,107,104,0,211,0
SBCF,2022-05-29,107,107,0,212,2
SBCF,2022-05-30,125,126,NA,NA,NA
SBCF,2022-05-31,128,123,2,249,0
SBCF,2022-06-01,123,119,0,242,0
SBCF,2022-06-02,126,126,0,252,0
SBCF,2022-06-03,129,128,0,257,0
SBCF,2022-06-04,108,106,0,214,0
SBCF,2022-06-05,108,110,0,218,0
SBCF,2022-06-06,124,122,2,244,0
SBCF,2022-06-07,122,127,0,249,0
SBCF,2022-06-08,127,127,0,254,0
SBCF,2022-06-09,129,128,0,257,0
SBCF,2022-06-10,132,129,0,261,0
SBCF,2022-06-11,114,112,0,226,0
SBCF,2022-06-12,113,114,0,227,0
SBCF,2022-06-13,135,135,0,270,0
SBCF,2022-06-14,128,126,2,252,0
SBCF,2022-06-15,131,131,0,262,0
SBCF,2022-06-16,101,93,0,192,2
SBCF,2022-06-17,72,71,0,143,0
SBCF,2022-06-18,78,80,0,158,0
SBCF,2022-06-19,107,110,0,217,0
SBCF,2022-06-20,132,133,0,264,1
SBCF,2022-06-21,133,128,NA,NA,NA
SBCF,2022-06-22,130,130,0,260,0
SBCF,2022-06-23,130,130,0,260,0
SBCF,2022-06-24,132,132,0,264,0
SBCF,2022-06-25,115,109,0,222,2
SBCF,2022-06-26,113,116,0,229,0
SBCF,2022-06-27,131,133,0,264,0
SBCF,2022-06-28,124,122,NA,NA,NA
SBCF,2022-06-29,133,128,NA,NA,NA
SBCF,2022-06-30,126,131,NA,NA,NA
SBCF,2022-07-01,139,140,NA,NA,NA
SBCF,2022-07-02,120,117,0,235,2
SBCF,2022-07-03,120,116,0,234,2
SBCF,2022-07-04,136,134,0,270,0
SBCF,2022-07-05,135,131,2,264,0
SBCF,2022-07-06,124,125,0,249,0
SBCF,2022-07-07,129,132,0,261,0
SBCF,2022-07-08,142,141,0,283,0
SBCF,2022-07-09,119,119,0,236,2
SBCF,2022-07-10,118,118,0,234,2
SBCF,2022-07-11,139,138,NA,NA,NA
SBCF,2022-07-12,137,135,NA,NA,NA
SBCF,2022-07-13,134,132,NA,NA,NA
SBCF,2022-07-14,140,140,0,280,0
SBCF,2022-07-15,139,141,0,280,0
SBCF,2022-07-16,132,125,NA,NA,NA
SBCF,2022-07-17,121,123,0,241,3
SBCF,2022-07-18,147,145,2,290,0
SBCF,2022-07-19,142,141,NA,NA,NA
SBCF,2022-07-20,136,139,0,275,0
SBCF,2022-07-21,140,139,0,279,0
SBCF,2022-07-22,145,143,0,288,0
SBCF,2022-07-23,124,123,0,245,2
SBCF,2022-07-24,123,124,0,245,2
SBCF,2022-07-25,149,147,2,294,0
SBCF,2022-07-26,141,136,0,277,0
SBCF,2022-07-27,129,131,0,260,0
SBCF,2022-07-28,137,135,0,272,0
SBCF,2022-07-29,144,145,0,289,0
SBCF,2022-07-30,126,125,0,250,1
SBCF,2022-07-31,123,122,NA,NA,NA
SBCF,2022-08-01,141,138,NA,NA,NA
SBCF,2022-08-02,132,133,0,265,0
SBCF,2022-08-03,127,128,2,252,1
SBCF,2022-08-04,130,132,0,262,0
SBCF,2022-08-05,141,140,NA,NA,NA
SBCF,2022-08-06,114,108,1,220,1
SBCF,2022-08-07,118,118,0,234,2
SBCF,2022-08-08,135,132,NA,NA,NA
SBCF,2022-08-09,124,127,NA,NA,NA
SBCF,2022-08-10,122,118,0,240,0
SBCF,2022-08-11,126,131,0,257,0
SBCF,2022-08-12,140,137,0,277,0
SBCF,2022-08-13,113,112,0,222,3
SBCF,2022-08-14,120,119,0,236,3
SBCF,2022-08-15,130,131,NA,NA,NA
SBCF,2022-08-16,127,128,0,255,0
SBCF,2022-08-17,128,124,0,252,0
SBCF,2022-08-18,130,129,0,259,0
SBCF,2022-08-19,136,137,0,273,0
SBCF,2022-08-20,111,107,0,216,2
SBCF,2022-08-21,114,114,0,228,0
SBCF,2022-08-22,130,135,0,265,0
SBCF,2022-08-23,125,125,0,250,0
SBCF,2022-08-24,127,123,0,250,0
SBCF,2022-08-25,131,126,1,256,0
SBCF,2022-08-26,134,138,0,272,0
SBCF,2022-08-27,112,107,0,218,1
SBCF,2022-08-28,112,114,0,225,1
SBCF,2022-08-29,127,128,0,255,0
SBCF,2022-08-30,128,123,2,249,0
SBCF,2022-08-31,123,128,1,250,0
SBCF,2022-09-01,130,127,NA,NA,NA
SBCF,2022-09-02,138,135,NA,NA,NA
SBCF,2022-09-03,111,109,0,219,1
SBCF,2022-09-04,110,113,NA,NA,NA
SBCF,2022-09-05,120,121,0,241,0
SBCF,2022-09-06,124,121,2,243,0
SBCF,2022-09-07,103,99,0,202,0
SBCF,2022-09-08,116,116,NA,NA,NA
SBCF,2022-09-09,127,127,NA,NA,NA
SBCF,2022-09-10,94,93,0,187,0
SBCF,2022-09-11,114,116,NA,NA,NA
SBCF,2022-09-12,141,140,0,281,0
SBCF,2022-09-13,140,141,0,281,0
SBCF,2022-09-14,148,140,NA,NA,NA
SBCF,2022-09-15,134,138,NA,NA,NA
SBCF,2022-09-16,136,131,NA,NA,NA
SBCF,2022-09-17,125,118,NA,NA,NA
SBCF,2022-09-18,121,122,NA,NA,NA
SBCF,2022-09-19,140,140,0,280,0
SBCF,2022-09-20,140,140,0,280,0
SBCF,2022-09-21,135,136,2,269,0
SBCF,2022-09-22,140,138,0,277,1
SBCF,2022-09-23,145,141,0,286,0
SBCF,2022-09-24,116,113,0,228,1
SBCF,2022-09-25,121,121,0,239,3
SBCF,2022-09-26,137,134,NA,NA,NA
SBCF,2022-09-27,140,140,0,280,0
SBCF,2022-09-28,136,127,2,261,0
SBCF,2022-09-29,141,140,0,281,0
SBCF,2022-09-30,141,140,0,281,0
SBCF,2022-10-01,119,115,0,233,1
SBCF,2022-10-02,115,117,0,231,1
SBCF,2022-10-03,136,138,0,274,0
SBCF,2022-10-04,138,133,0,270,1
SBCF,2022-10-05,141,138,0,279,0
SBCF,2022-10-06,137,141,0,278,0
SBCF,2022-10-07,141,141,0,282,0
SBCF,2022-10-08,131,125,NA,NA,NA
SBCF,2022-10-09,120,113,1,232,0
SBCF,2022-10-10,130,131,0,261,0
SBCF,2022-10-11,134,130,0,264,0
SBCF,2022-10-12,101,97,2,196,0
SBCF,2022-10-13,128,132,0,259,1
SBCF,2022-10-14,129,133,0,262,0
SBCF,2022-10-15,111,110,0,218,3
SBCF,2022-10-16,128,127,0,253,2
SBCF,2022-10-17,140,140,0,280,0
SBCF,2022-10-18,142,141,1,279,3
SBCF,2022-10-19,139,134,1,272,0
SBCF,2022-10-20,139,145,0,283,1
SBCF,2022-10-21,144,144,0,288,0
SBCF,2022-10-22,124,122,0,243,3
SBCF,2022-10-23,127,129,0,255,1
SBCF,2022-10-24,142,135,NA,NA,NA
SBCF,2022-10-25,142,141,0,283,0
SBCF,2022-10-26,137,139,0,276,0
SBCF,2022-10-27,134,139,0,273,0
SBCF,2022-10-28,144,141,2,283,0
SBCF,2022-10-29,123,119,0,241,1
SBCF,2022-10-30,115,117,0,229,3
SBCF,2022-10-31,136,130,0,266,0
SBCF,2022-11-01,121,122,0,243,0
SBCF,2022-11-02,119,112,2,229,0
SBCF,2022-11-03,129,129,0,257,1
SBCF,2022-11-04,132,134,0,266,0
SBCF,2022-11-05,120,117,0,237,0
SBCF,2022-11-06,114,115,0,229,0
SBCF,2022-11-07,136,139,0,275,0
SBCF,2022-11-08,138,132,0,270,0
SBCF,2022-11-09,136,138,2,272,0
SBCF,2022-11-10,142,138,0,280,0
SBCF,2022-11-11,136,138,0,272,2
SBCF,2022-11-12,134,118,0,252,0
SBCF,2022-11-13,89,90,0,179,0
SBCF,2022-11-14,89,88,0,177,0
SBCF,2022-11-15,118,119,3,234,0
